date,shgold,usdcny,intl_gold,real_rate,spx,vix,gvz,dxy,premium
2025-05-03,782.38,7.2706,3257.0,2.06,17977.73,22.68,21.35,122.4962,12.858396321957343
2025-05-04,782.38,7.270599842071533,3252.7,2.06,17977.73,22.68,21.35,100.0,12.858413037134483
2025-05-05,782.38,7.2706,3335.0,2.08,17844.24,23.64,23.2,122.2613,12.858396321957343
2025-05-06,797.2,7.216300010681152,3434.7,2.04,17689.66,24.76,24.72,99.23999786376953,0.3177955314819201
2025-05-07,803.5,7.225,3366.6,2.01,17738.16,23.55,22.99,122.117,21.47595125950465
2025-05-08,790.78,7.234,3309.4,2.08,17928.14,22.48,22.58,122.7568,21.08528397125724
2025-05-09,788.42,7.2364,3323.64,2.08,17928.92,21.9,21.86,122.5191,15.156910765669409
2025-05-10,788.42,7.2364,3322.0,2.08,17928.92,21.9,21.86,122.5191,15.156910765669409
2025-05-11,788.42,7.236299991607666,3322.0,2.08,17928.92,21.9,21.86,100.33999633789062,22.02158171120948
2025-05-12,772.28,7.2018,3235.24,2.16,18708.34,18.39,21.38,123.4863,23.182585496809
2025-05-13,767.68,7.205699920654297,3248.5,2.17,19010.08,18.22,19.58,101.0,15.105010296414093
2025-05-14,761.72,7.205699920654297,3181.2,2.16,19146.81,18.62,20.78,101.04000091552734,24.736297600416492
2025-05-15,739.82,7.206500053405762,3244.5,2.11,19112.32,17.83,21.63,100.87999725341797,-11.911780130049465
2025-05-16,751.8,7.206500053405762,3209.7,2.09,19211.1,17.24,21.47,101.08999633789062,-11.911780130049465
2025-05-17,751.8,7.209,3207.2,2.09,19211.1,17.24,21.47,123.0737,7.873197550114924
2025-05-18,751.8,7.209,3208.3,2.09,19211.1,17.24,21.47,123.0737,7.873197550114924
2025-05-19,755.86,7.2144,3229.15,2.1,19215.46,18.14,21.37,122.4186,6.864557043419495
2025-05-20,754.38,7.219399929046631,3285.1,2.13,19142.71,18.09,21.95,100.12000274658203,-8.121027437783141
2025-05-21,778.78,7.201900005340576,3315.56,2.23,18872.64,20.87,22.23,99.55999755859375,11.074385464433249
2025-05-22,780.1,7.2037,3294.79,2.2,18925.73,20.28,21.55,122.0429,17.0129286736219
2025-05-23,780.1,7.1798,3355.9,2.18,18737.21,22.29,22.28,121.3837,5.438279614834414
2025-05-24,780.1,7.1798,3355.7,2.18,18737.21,22.29,22.28,121.3837,5.438279614834414
2025-05-25,780.1,7.1798,3359.7,2.18,18737.21,22.29,22.28,121.3837,5.438279614834414
2025-05-26,777.3,7.1798,3346.6,2.18,18737.21,20.57,22.28,121.3837,5.438279614834414
2025-05-27,771.6,7.195,3299.7,2.11,19199.16,18.96,21.12,121.6099,8.29871557863271
2025-05-28,772.28,7.1941,3291.4,2.15,19100.94,19.31,19.69,121.9888,10.993947304965673
2025-05-29,764.32,7.1855,3317.95,2.11,19175.87,19.18,19.65,121.5617,-2.1895479608402866
2025-05-30,771.8,7.1991,3288.52,2.07,19113.77,18.57,19.1,121.7674,10.651436912244662
2025-05-31,771.8,7.1991,3291.8,2.07,19113.77,18.57,19.1,121.7674,10.651436912244662
2025-06-01,771.8,7.1991,3295.5,2.07,19113.77,18.57,19.1,121.7674,10.651436912244662
2025-06-02,771.8,7.203700065612793,3381.02,2.13,19242.61,18.36,20.6,98.69999694824219,-4.131030678218281
2025-06-03,783.1,7.203700065612793,3354.3,2.14,19398.96,17.69,20.1,99.25,6.230158018068892
2025-06-04,782.42,7.1844,3372.34,2.06,19460.49,17.61,19.82,121.0539,3.4645931808316845
2025-06-05,783.72,7.175,3353.0,2.11,19298.45,18.48,19.69,120.9596,10.245149902744174
2025-06-06,783.24,7.1886,3310.1,2.2,19529.95,16.77,19.16,121.161,18.214042792611732
2025-06-07,783.24,7.1886,3317.9,2.2,19529.95,16.77,19.16,121.161,18.214042792611732
2025-06-08,783.24,7.1886,3319.1,2.2,19529.95,16.77,19.16,121.161,18.214042792611732
2025-06-09,774.72,7.1802,3327.6,2.18,19591.24,17.16,19.45,120.9103,6.548137669394123
2025-06-10,775.06,7.187,3323.47,2.18,19714.99,16.95,19.0,121.0485,7.1149491214815725
2025-06-11,777.54,7.1928,3352.3,2.14,19615.88,17.26,19.16,120.587,2.3081630684648644
2025-06-12,785.16,7.1726,3381.9,2.11,19662.48,18.02,19.7,120.1723,5.279409712733241
2025-06-13,794.36,7.181,3432.19,2.13,19406.83,20.82,21.16,120.3245,1.9554027681772368
2025-06-14,794.36,7.181,3438.1,2.13,19406.83,20.82,21.16,120.3245,1.9554027681772368
2025-06-15,794.36,7.181,3457.7,2.13,19406.83,20.82,21.16,120.3245,1.9554027681772368
2025-06-16,792.3,7.178999900817871,3383.53,2.16,19701.21,19.11,19.87,98.0,11.34732475720432
2025-06-17,785.08,7.1845,3387.3,2.08,19521.09,21.6,20.41,120.5048,2.658187342260589
2025-06-18,785.42,7.188799858093262,3372.1,2.07,19546.27,20.14,19.58,98.91000366210938,6.043016654836606
2025-06-19,781.24,7.188000202178955,3381.2,2.07,19546.27,22.17,19.58,98.91000366210938,-0.15329283223684342
2025-06-20,778.58,7.188000202178955,3368.76,2.05,19447.41,20.62,19.27,98.70999908447266,-0.15329283223684342
2025-06-21,778.58,7.188000202178955,3380.3,2.05,19447.41,20.62,19.27,98.70999908447266,-0.15329283223684342
2025-06-22,778.58,7.188000202178955,3413.8,2.05,19447.41,20.62,19.27,98.70999908447266,-0.15329283223684342
2025-06-23,781.3,7.178999900817871,3369.1001,2.04,19630.97,19.83,19.02,98.41999816894531,3.677890470671059
2025-06-24,771.86,7.171299934387207,3324.9,2.01,19912.53,17.48,18.28,97.86000061035156,5.262827596764851
2025-06-25,773.94,7.176400184631348,3332.13989,2.01,19973.55,16.76,17.33,97.68000030517578,5.127187235729934
2025-06-26,775.28,7.1675,3328.09,1.98,20167.91,16.59,16.65,119.6451,8.35392817528566
2025-06-27,768.64,7.1721,3278.0,2.0,20273.46,16.32,16.49,119.659,12.77188869419831
2025-06-28,768.64,7.1721,3284.3,2.0,20273.46,16.32,16.49,119.659,12.77188869419831
2025-06-29,768.64,7.1721,3272.0,2.0,20273.46,16.32,16.49,119.659,12.77188869419831
2025-06-30,767.58,7.1636,3302.90991,1.95,20369.73,16.73,17.31,119.4088,6.870580440272079
2025-07-01,776.1,7.1647,3336.4,1.97,20202.89,16.83,16.76,119.3436,7.559318726188394
2025-07-02,776.04,7.1649,3352.0,2.0,20393.13,16.64,16.87,119.3037,3.884300480653224
2025-07-03,781.28,7.1684,3323.9,2.02,20601.1,16.38,16.19,119.2382,15.223293841529085
2025-07-04,777.06,7.1684,3336.8,2.02,20601.1,17.48,16.19,119.2382,15.223293841529085
2025-07-05,777.06,7.1684,3336.7,2.02,20601.1,17.48,16.19,119.2382,15.223293841529085
2025-07-06,777.06,7.1684,3334.6,2.02,20601.1,17.48,16.19,119.2382,15.223293841529085
2025-07-07,771.3,7.1744,3336.82,2.05,20412.52,17.79,16.91,119.6201,1.6219442184961963
2025-07-08,776.22,7.1738,3301.03,2.07,20418.46,16.81,16.2,119.8371,14.861020656839289
2025-07-09,766.82,7.179999828338623,3312.1,2.01,20611.34,15.94,15.86,97.47000122070312,2.24760681465591
2025-07-10,773.3,7.1748,3323.67,2.01,20630.66,15.78,16.04,119.8343,6.612408056971049
2025-07-11,773.56,7.1681,3349.9,2.06,20585.53,16.4,16.94,119.9214,1.5434041185075102
2025-07-12,773.56,7.174799919128418,3348.6,2.06,20585.53,16.4,16.94,97.8499984741211,6.612416698778247
2025-07-13,773.56,7.168099880218506,3349.4,2.06,20585.53,16.4,16.94,97.8499984741211,6.612416698778247
2025-07-14,781.4,7.166999816894531,3342.4,2.04,20640.33,17.2,16.99,98.08000183105469,11.23007738716592
2025-07-15,780.4,7.172900199890137,3324.6,2.09,20677.8,17.38,16.37,98.62000274658203,13.700946692341745
2025-07-16,776.66,7.178500175476074,3344.7,2.05,20730.49,17.16,17.27,98.38999938964844,4.723416113465532
2025-07-17,776.28,7.1832,3337.6,2.04,20885.65,16.52,16.91,120.6384,5.477732731043147
2025-07-18,777.02,7.1776,3347.9,2.03,20895.66,16.41,16.73,120.356,4.441767968235013
2025-07-19,777.02,7.1776,3348.0,2.03,20895.66,16.41,16.73,120.356,4.441767968235013
2025-07-20,777.02,7.1776,3347.3,2.03,20895.66,16.41,16.73,120.356,4.441767968235013
2025-07-21,781.7,7.176,3397.33,1.98,20974.17,16.65,17.78,119.9961,-2.110184705901247
2025-07-22,784.84,7.174300193786621,3427.09,1.96,20892.68,16.5,19.08,97.38999938964844,-5.648930542356652
2025-07-23,792.9,7.1595001220703125,3389.03,2.03,21020.02,15.37,18.44,97.20999908447266,12.80256084685152
2025-07-24,778.74,7.153500080108643,3370.59,1.98,21057.96,15.39,17.82,97.37999725341797,3.5373432246085486
2025-07-25,777.32,7.153500080108643,3347.17,1.96,21108.32,14.93,17.05,97.6500015258789,3.5373432246085486
2025-07-26,777.32,7.153500080108643,3352.96,1.96,21108.32,14.93,17.05,97.6500015258789,3.5373432246085486
2025-07-27,777.32,7.153500080108643,3352.96,1.96,21108.32,14.93,17.05,97.6500015258789,3.5373432246085486
2025-07-28,774.78,7.1778,3322.01,1.98,21178.58,15.03,16.79,120.6149,8.154913498480823
2025-07-29,771.44,7.1769,3334.24,1.91,21098.29,15.98,16.61,120.9674,2.0890569871559137
2025-07-30,773.78,7.176400184631348,3291.98,1.96,21129.67,15.48,16.48,99.94000244140625,14.233136148577955
2025-07-31,770.28,7.2002,3299.41,1.98,21122.45,16.72,16.04,121.721,6.494191907663208
2025-08-01,770.72,7.200200080871582,3361.89,1.9,20650.13,20.38,17.3,98.69000244140625,6.4941833289339
2025-08-02,770.72,7.200200080871582,3361.38,1.9,20650.13,20.38,17.3,98.69000244140625,6.4941833289339
2025-08-03,770.72,7.211599826812744,3361.38,1.9,20650.13,20.38,17.3,98.69000244140625,6.4941833289339
2025-08-04,781.42,7.177999973297119,3378.96,1.85,21053.58,17.52,17.07,98.77999877929688,1.6307547455419353
2025-08-05,782.5,7.1834001541137695,3379.58,1.86,20916.55,17.85,16.68,98.77999877929688,1.9809107386688538
2025-08-06,783.68,7.1822,3371.53,1.88,21169.42,16.77,16.42,120.5082,5.150163615027168
2025-08-07,785.02,7.181000232696533,3389.29,1.88,21242.7,16.57,16.95,98.4000015258789,2.519886550515821
2025-08-08,787.8,7.1839,3387.21,1.88,21450.02,15.15,16.36,120.3329,5.464316909672448
2025-08-09,787.8,7.181000232696533,3389.32,1.88,21450.02,15.15,16.36,98.18000030517578,2.519886550515821
2025-08-10,787.8,7.181000232696533,3389.32,1.88,21450.02,15.15,16.36,98.18000030517578,2.519886550515821
2025-08-11,779.48,7.1884,3344.13,1.87,21385.4,16.25,16.94,120.6892,6.610577201922752
2025-08-12,776.04,7.178500175476074,3342.47,1.91,21681.9,14.73,16.35,98.0999984741211,4.618086661516713
2025-08-13,777.72,7.174300193786621,3350.8,1.87,21713.14,14.49,15.95,97.83999633789062,4.828039630902936
2025-08-14,778.7,7.179500102996826,3330.23,1.9,21710.67,14.83,15.33,98.25,9.995943286025067
2025-08-15,775.8,7.179500102996826,3329.36,1.95,21622.98,15.09,15.22,97.8499984741211,9.995943286025067
2025-08-16,775.8,7.1817,3331.25,1.95,21622.98,15.09,15.22,120.3377,7.06128210651525
2025-08-17,775.8,7.181700229644775,3331.25,1.95,21622.98,15.09,15.22,97.8499984741211,9.995943286025067
2025-08-18,777.66,7.1847,3331.75,1.96,21629.77,14.99,14.9,120.5622,8.048084138441027
2025-08-19,775.06,7.1819,3314.82,1.95,21314.95,15.57,14.82,120.7224,9.657207452537476
2025-08-20,772.68,7.1757,3339.88,1.94,21172.86,15.69,15.4,120.7757,2.1565246354911096
2025-08-21,775.12,7.1793,3332.14,1.94,21100.31,16.6,15.44,121.0843,5.99650258009558
2025-08-22,773.4,7.1651,3363.42,1.85,21496.53,14.22,15.15,120.2774,-1.408000450110194
2025-08-23,773.4,7.179900169372559,3359.72,1.85,21496.53,14.22,15.15,97.72000122070312,5.9322060098356815
2025-08-24,773.4,7.167500019073486,3359.72,1.85,21496.53,14.22,15.15,97.72000122070312,5.9322060098356815
2025-08-25,779.18,7.151000022888184,3349.54,1.87,21449.29,14.79,15.09,98.43000030517578,9.087868353565113
2025-08-26,781.12,7.152,3379.95,1.84,21544.27,14.62,15.88,120.5274,3.927645441831373
2025-08-27,781.16,7.1529998779296875,3388.82,1.81,21590.14,14.85,15.9,98.2300033569336,1.8191204743619664
2025-08-28,783.22,7.1306,3419.78,1.81,21705.16,14.43,16.34,120.2595,-0.778047422315808
2025-08-29,787.42,7.1304,3455.59,1.82,21455.55,15.36,17.39,120.2082,-4.7654111595159065
2025-08-30,787.42,7.1304,3463.81,1.82,21455.55,15.36,17.39,120.2082,-4.7654111595159065
2025-08-31,787.42,7.13040018081665,3463.81,1.82,21455.55,15.36,17.39,97.7699966430664,-3.240878118102046
2025-09-01,802.2,7.1304,3490.83,1.82,21455.55,16.12,17.39,120.2082,-4.7654111595159065
2025-09-02,806.18,7.138999938964844,3549.39990234375,1.87,21279.63,17.17,19.81,98.4000015258789,-8.49248657526823
2025-09-03,816.66,7.1415,3573.33,1.82,21497.73,16.35,19.53,120.5052,-3.7922383333065
2025-09-04,814.92,7.1414,3553.16,1.79,21707.69,15.3,18.33,120.7629,-0.8896942144774584
2025-09-05,817.52,7.1323,3590.01,1.73,21700.39,15.18,18.3,120.1282,-5.700162457601323
2025-09-06,817.52,7.1323,3606.64,1.73,21700.39,15.18,18.3,120.1282,-5.700162457601323
2025-09-07,817.52,7.132500171661377,3606.64,1.73,21700.39,15.18,18.3,97.7699966430664,-3.7918482116671157
2025-09-08,825.18,7.1293,3641.18,1.7,21798.7,15.11,19.09,120.0971,-9.42268374941716
2025-09-09,837.1,7.1209,3638.7,1.72,21879.49,15.04,17.99,120.1569,4.048451781953986
2025-09-10,836.06,7.120699882507324,3643.60009765625,1.69,21886.06,15.35,17.37,97.77999877929688,1.9100558688078308
2025-09-11,832.84,7.1184000968933105,3636.89990234375,1.67,22043.07,14.71,16.48,97.54000091552734,0.4928809543935131
2025-09-12,836.7,7.1184000968933105,3649.39990234375,1.7,22141.1,14.76,16.38,97.55000305175781,0.4928809543935131
2025-09-13,836.7,7.1184000968933105,3632.77,1.7,22141.1,14.76,16.38,97.55000305175781,0.4928809543935131
2025-09-14,836.7,7.124199867248535,3632.77,1.7,22141.1,14.76,16.38,97.55000305175781,0.4928809543935131
2025-09-15,834.1,7.118500232696533,3682.199951171875,1.68,22348.75,15.69,17.9,97.30000305175781,-8.626420153749677
2025-09-16,844.58,7.114200115203857,3688.89990234375,1.67,22333.96,16.36,18.37,96.62999725341797,0.8301933792208729
2025-09-17,837.64,7.1033,3664.37,1.68,22261.33,15.72,17.41,119.1582,0.7850022987767034
2025-09-18,826.82,7.1128997802734375,3643.699951171875,1.73,22470.73,15.7,16.45,97.3499984741211,-6.439041010586038
2025-09-19,830.56,7.1142,3688.92,1.75,22631.48,15.45,16.76,119.7858,-13.194389827511486
2025-09-20,830.56,7.1128997802734375,3691.44,1.75,22631.48,15.45,16.76,97.63999938964844,-6.439041010586038
2025-09-21,830.56,7.1128997802734375,3691.44,1.75,22631.48,15.45,16.76,97.63999938964844,-6.439041010586038
2025-09-22,846.5,7.113999843597412,3740.699951171875,1.78,22788.98,16.1,18.43,97.33000183105469,-9.0737736133093
2025-09-23,855.44,7.111599922180176,3780.60009765625,1.75,22573.47,16.64,19.06,97.26000213623047,-8.968036403830752
2025-09-24,860.0,7.131499767303467,3732.10009765625,1.78,22497.86,16.18,18.3,97.87000274658203,4.293376051287055
2025-09-25,854.72,7.133800029754639,3736.89990234375,1.8,22384.7,16.74,19.07,98.55000305175781,-2.363499751794734
2025-09-26,856.06,7.1328,3771.5,1.82,22484.07,15.29,18.59,120.4349,-8.838008262735684
2025-09-27,856.06,7.1328,3783.35,1.82,22484.07,15.29,18.59,120.4349,-8.838008262735684
2025-09-28,856.06,7.132800102233887,3783.35,1.82,22484.07,15.29,18.59,98.1500015258789,-2.363499751794734
2025-09-29,866.52,7.1194,3842.19,1.8,22591.15,16.12,19.19,120.115,-12.933678396321966
2025-09-30,874.4,7.119,3869.18,1.8,22660.01,16.28,19.95,120.1368,-11.181764753162838
2025-10-01,874.4,7.12,3875.49,1.77,22755.16,16.29,19.05,120.1502,-11.181764753162838
2025-10-02,874.4,7.11899995803833,3839.699951171875,1.76,22844.05,16.63,18.05,97.8499984741211,-4.686128134809223
2025-10-03,874.4,7.12,3885.26,1.8,22780.51,16.65,17.66,120.0881,-11.181764753162838
2025-10-04,874.4,7.12,3893.47,1.8,22780.51,16.65,17.66,120.0881,-11.181764753162838
2025-10-05,874.4,7.11899995803833,3893.47,1.8,22780.51,16.65,17.66,97.72000122070312,-4.686128134809223
2025-10-06,874.4,7.12,3970.74,1.84,22941.67,16.37,19.51,120.2722,-11.181764753162838
2025-10-07,874.4,7.12,3994.92,1.79,22788.36,17.24,19.94,120.4884,-11.181764753162838
2025-10-08,874.4,7.12,4056.45,1.78,23043.38,16.3,21.81,120.7766,-11.181764753162838
2025-10-09,914.32,7.127500057220459,3946.300048828125,1.8,23024.63,16.43,21.85,99.54000091552734,10.00846516206991
2025-10-10,901.56,7.127500057220459,3975.89990234375,1.75,22204.43,21.66,23.78,98.9800033569336,10.00846516206991
2025-10-11,901.56,7.127500057220459,3997.52,1.75,22204.43,21.66,23.78,98.9800033569336,10.00846516206991
2025-10-12,901.56,7.099999904632568,3997.52,1.75,22204.43,21.66,23.78,98.9800033569336,10.00846516206991
2025-10-13,927.56,7.099999904632568,4108.60009765625,1.75,22694.61,19.03,24.53,99.2699966430664,-10.310667337525956
2025-10-14,938.98,7.1384,4155.65,1.73,22521.7,20.81,26.11,121.1822,-14.761281849309398
2025-10-15,960.34,7.126200199127197,4176.89990234375,1.76,22670.08,20.64,27.12,98.79000091552734,3.360080832819449
2025-10-16,966.42,7.123000144958496,4280.2001953125,1.71,22562.54,25.31,32.78,98.38999938964844,-13.786941715958733
2025-10-17,999.8,7.123000144958496,4189.89990234375,1.75,22679.97,20.78,31.2,98.43000030517578,-13.786941715958733
2025-10-18,999.8,7.1264,4237.99,1.75,22679.97,20.78,31.2,120.7028,29.069004452874992
2025-10-19,999.8,7.126399993896484,4237.99,1.75,22679.97,20.78,31.2,98.43000030517578,-13.786941715958733
2025-10-20,970.32,7.1195,4388.43,1.74,22990.54,18.23,31.43,120.6209,-34.17876653752796
2025-10-21,994.06,7.1218,4114.57,1.7,22953.67,17.87,29.82,120.8895,51.94272618837101
2025-10-22,952.56,7.125699996948242,4044.39990234375,1.68,22740.4,18.6,27.19,98.9000015258789,26.00252666779204
2025-10-23,942.28,7.125699996948242,4125.5,1.71,22941.8,17.3,26.68,98.94000244140625,-2.8572140566166127
2025-10-24,938.1,7.125699996948242,4118.39990234375,1.73,23204.87,16.37,24.75,98.94999694824219,-2.8572140566166127
2025-10-25,938.1,7.1211,4111.21,1.73,23204.87,16.37,24.75,120.9345,0.0292674457857629
2025-10-27,934.14,7.1102,3980.31,1.73,23637.46,15.79,23.94,120.7988,24.24882498754164
2025-10-28,901.38,7.110199928283691,3966.199951171875,1.71,23827.49,16.42,24.03,98.69000244140625,-5.285635969619079
2025-10-29,910.88,7.098,3949.3,1.78,23958.47,16.92,24.7,120.5312,9.626719822528004
2025-10-30,912.16,7.098999977111816,4001.300048828125,1.82,23581.14,16.91,24.82,99.52999877929688,-1.0886361679030188
2025-10-31,921.92,7.109799861907959,3982.199951171875,1.81,23724.96,17.44,22.66,99.80000305175781,11.648015723899903
2025-11-01,921.92,7.1169,4001.4,1.81,23724.96,17.44,22.66,121.3859,7.661428295850897
2025-11-03,922.58,7.1222,3999.2,1.82,23834.72,17.17,21.38,121.4512,6.827681450640625
2025-11-04,915.58,7.1295,3930.56,1.81,23348.64,19.0,21.43,121.8271,14.622631215136607
2025-11-05,912.26,7.126,3984.63,1.87,23499.8,18.01,20.15,121.8482,-0.6428366582539411
2025-11-06,917.8,7.1195,3981.31,1.83,23053.99,19.5,20.13,121.6948,6.489808381693365
2025-11-07,921.26,7.1219,4003.11,1.83,23004.54,19.08,20.36,121.388,4.650965357596419
2025-11-08,921.26,7.1219,3992.44,1.83,23004.54,19.08,20.36,121.388,4.650965357596419
2025-11-10,935.98,7.118599891662598,4111.7998046875,1.84,23527.17,17.6,23.34,99.62000274658203,-5.079933582610579
2025-11-11,948.88,7.1193,4123.19184,1.84,23468.3,17.28,23.33,121.2984,-3.794609095439341
2025-11-12,945.76,7.112,4196.46651,1.81,23406.46,17.51,25.82,121.0458,-13.786990503319656
2025-11-13,963.82,7.095,4164.62689,1.83,22870.36,20.0,24.82,120.7725,13.829555691481914
2025-11-14,956.12,7.111999988555908,4087.60009765625,1.86,22900.59,19.83,24.13,99.2699966430664,21.465962745273714
2025-11-15,956.12,7.0992,4080.42743,1.86,22900.59,19.83,24.13,120.9666,22.69384829154285
2025-11-16,956.12,7.0992,4080.496,1.86,22900.59,19.83,24.13,120.9666,22.69384829154285
2025-11-17,932.32,7.1075,4012.12221,1.85,22708.07,22.38,24.07,121.1146,15.504895346986814
2025-11-18,921.34,7.1074,4081.01142,1.85,22432.85,24.69,23.9,121.2127,-11.203944138376642
2025-11-19,940.06,7.1106,4074.0584,1.86,22564.23,23.66,23.89,121.4978,8.68572832510813
2025-11-20,935.46,7.1098,4084.63177,1.86,22078.05,26.42,22.93,121.6889,1.7735994873246457
2025-11-21,926.94,7.1066,4087.44933,1.82,22273.08,23.43,21.93,121.8653,-6.969926811387722
2025-11-22,926.94,7.107500076293945,4065.96908,1.82,22273.08,23.43,21.93,100.18000030517578,-4.631855706966235
2025-11-23,926.94,7.107500076293945,4065.93911,1.82,22273.08,23.43,21.93,100.18000030517578,-4.631855706966235
2025-11-24,930.32,7.106599807739258,4091.89990234375,1.81,22872.01,20.52,22.55,100.13999938964844,-4.606778635342607
2025-11-25,946.5,7.102200031280518,4139.2001953125,1.79,23025.59,18.56,22.4,99.66000366210938,1.3514554109742676
2025-11-26,946.72,7.084499835968018,4165.2001953125,1.77,23214.69,17.19,21.95,99.5999984741211,-1.9950996018249043
2025-11-27,947.16,7.075799942016602,4157.99178,1.77,23214.69,17.21,21.95,99.5999984741211,1.249797102271259
2025-11-28,953.92,7.075799942016602,4218.2998046875,1.79,23365.69,16.35,22.87,99.45999908447266,-5.709800936115016
2025-11-29,953.92,7.0751,4216.44184,1.79,23365.69,16.35,22.87,121.0527,-4.347965028791009
2025-11-30,953.92,7.075799942016602,4216.34338,1.79,23365.69,16.35,22.87,99.45999908447266,-5.709800936115016
2025-12-01,963.28,7.075099945068359,4239.2998046875,1.85,23275.92,17.24,23.34,99.41000366210938,-1.0317274670966299
2025-12-02,958.42,7.071700096130371,4186.60009765625,1.85,23413.67,16.59,22.49,99.36000061035156,6.55347973523476
2025-12-03,956.7,7.0636,4208.56484,1.82,23454.09,16.08,21.96,120.7336,0.9355810817431802
2025-12-04,953.42,7.063600063323975,4211.7998046875,1.85,23505.14,15.78,20.57,98.98999786376953,-3.0790874692086163
2025-12-05,961.04,7.071400165557861,4212.89990234375,1.88,23578.13,15.41,19.92,98.98999786376953,3.2345740218208903
2025-12-06,961.04,7.071400165557861,4197.40394,1.88,23578.13,15.41,19.92,98.98999786376953,3.2345740218208903
2025-12-07,961.04,7.071400165557861,4197.34601,1.88,23578.13,15.41,19.92,98.98999786376953,3.2345740218208903
2025-12-08,958.7,7.0696001052856445,4187.2001953125,1.91,23545.9,16.66,19.58,99.08999633789062,6.979745313764738
2025-12-09,951.54,7.071000099182129,4206.7001953125,1.92,23576.49,16.93,20.35,99.22000122070312,-4.801810352023722
2025-12-10,956.4,7.064,4215.85221,1.88,23654.16,15.77,20.2,120.6752,-1.0735965868793755
2025-12-11,957.9,7.064000129699707,4285.5,1.89,23593.86,14.85,20.97,98.3499984741211,-15.391512396614417
2025-12-12,970.66,7.0578999519348145,4300.10009765625,1.93,23195.17,15.74,21.46,98.4000015258789,-5.1040224593032235
2025-12-13,970.66,7.0548,4302.40463,1.93,23195.17,15.74,21.46,120.1442,-3.934741323773892
2025-12-14,970.66,7.0548,4302.5204,1.93,23195.17,15.74,21.46,120.1442,-3.934741323773892
2025-12-15,983.16,7.047,4314.55996,1.93,23057.41,16.5,21.2,119.9561,5.626795115662389
2025-12-16,971.42,7.0417,4310.06308,1.92,23111.46,16.48,20.18,119.8902,-4.359934426543646
2025-12-17,979.72,7.0431,4336.82339,1.92,22693.32,17.62,21.22,120.155,-2.313559506454112
2025-12-18,980.5,7.0404,4325.06663,1.88,23006.36,16.87,21.31,120.0528,1.504095942514482
2025-12-19,979.9,7.0409,4345.9183,1.92,23307.62,14.91,20.72,120.1652,-3.885624076711679
2025-12-20,979.9,7.040500164031982,4338.63147,1.92,23307.62,14.91,20.72,98.5999984741211,-7.33412888775365
2025-12-21,979.9,7.040500164031982,4338.55589,1.92,23307.62,14.91,20.72,98.5999984741211,-7.33412888775365
2025-12-22,1000.86,7.040900230407715,4444.60009765625,1.94,23428.83,14.08,23.8,98.29000091552734,-5.26425777349948
2025-12-23,1014.24,7.040900230407715,4482.7998046875,1.94,23561.84,14.0,24.53,97.94000244140625,-0.5315266029828081
2025-12-24,1014.68,7.0279998779296875,4480.60009765625,1.91,23613.31,13.47,23.81,97.9800033569336,2.2647753667635016
2025-12-25,1008.76,7.0279998779296875,4479.69741,1.91,23613.31,13.47,23.81,97.9800033569336,2.2647753667635016
2025-12-26,1016.3,7.0279998779296875,4529.10009765625,1.91,23593.1,13.6,25.78,98.0199966430664,-7.074055442617805
2025-12-27,1016.3,7.0279998779296875,4532.69019,1.91,23593.1,13.6,25.78,98.0199966430664,-7.074055442617805
2025-12-28,1016.3,7.0279998779296875,4532.58587,1.91,23593.1,13.6,25.78,98.0199966430664,-7.074055442617805
2025-12-29,1007.18,7.0279998779296875,4325.10009765625,1.9,23474.35,14.2,25.71,98.04000091552734,29.90082053910953
2025-12-30,984.84,7.0055999755859375,4370.10009765625,1.9,23419.08,14.33,24.83,98.23999786376953,0.5400614899053835
2025-12-31,977.56,6.996099948883057,4325.60009765625,1.93,23241.99,14.95,23.92,98.27999877929688,4.6042033179084
2026-01-01,977.56,6.996099948883057,4315.16528,1.93,23241.99,14.95,23.92,98.27999877929688,4.6042033179084
2026-01-02,977.56,6.9877,4319.3054,1.94,23235.63,14.51,23.8,119.6059,8.243563735624548
2026-01-03,977.56,6.9877,4330.47347,1.94,23235.63,14.51,23.8,119.6059,8.243563735624548
2026-01-04,977.56,6.9877,4330.51407,1.94,23235.63,14.51,23.8,119.6059,8.243563735624548
2026-01-05,995.0,6.993100166320801,4436.89990234375,1.91,23395.82,14.9,24.25,98.2699966430664,-2.562507275027656
2026-01-06,1004.98,6.98799991607666,4482.2001953125,1.91,23547.17,14.75,24.82,98.58000183105469,-2.0325416330168764
2026-01-07,998.9,6.9965,4457.24727,1.88,23584.27,15.38,24.13,119.8719,-3.724480349639066
2026-01-08,997.94,6.996500015258789,4449.7001953125,1.92,23480.02,15.45,24.07,98.93000030517578,-2.986824453869872
2026-01-09,1006.48,6.9772,4499.75264,1.9,23671.35,14.49,23.43,120.2215,-2.913609073191082
2026-01-10,1006.48,6.9772,4509.84807,1.9,23671.35,14.49,23.43,120.2215,-2.913609073191082
2026-01-11,1006.48,6.9772,4509.83173,1.9,23671.35,14.49,23.43,120.2215,-2.913609073191082
2026-01-12,1026.28,6.977200031280518,4604.2998046875,1.9,23733.9,15.12,25.03,98.86000061035156,-6.565845042857063
2026-01-13,1030.44,6.9775,4597.7796,1.88,23709.87,15.98,23.76,120.1401,-0.9875614962945748
